GKZ,Name_gemeinde,HArzt_access,NotfallA_access
13072071,Mistorf,6.85,13.54
13072072,Mönchhagen,5.26,19.81
13072073,Mühl Rosin,10.82,14.71
13072074,"Neubukow, Stadt",2.89,22.06
13072075,"Nienhagen, Ostseebad",2.72,14.71
13072076,Nustrow,21.46,42.06
13072077,Papendorf,5.58,10.17
13072078,Penzin,5.0,11.65
13072079,Plaaz,9.7,18.45
13072080,Pölchow,6.14,14.0
13072081,Poppendorf,8.29,24.74
13072082,Prebberede,11.78,18.09
13072083,Reddelich,5.9,8.13
13072084,Reimershagen,8.79,26.76
13072085,"Rerik, Ostseebad, Stadt",3.26,26.43
13072086,Retschow,2.96,8.43
13072087,Roggentin,3.36,16.52
13072088,Rövershagen,3.49,19.04
13072089,Rühn,6.32,6.88
13072090,Rukieten,6.74,17.25
13072091,Sanitz,5.09,25.12
13072092,Sarmstorf,6.3,6.68
13072093,Satow,5.51,17.41
13072094,Schorssow,12.51,16.2
13072095,"Schwaan, Stadt",3.54,22.67
13072096,Schwasdorf,7.01,20.62
13072097,Selpin,9.29,34.03
13072098,Stäbelow,5.58,11.75
13072099,Steffenshagen,8.09,11.32
13072101,Steinhagen,4.47,5.32
13072102,Stubbendorf,7.31,30.88
13072103,Sukow-Levitzow,4.45,12.22
13072104,Tarnow,12.0,14.03
13072105,"Tessin, Stadt",2.67,27.71
13072106,"Teterow, Bergringstadt",2.22,5.36
13072107,Thelkow,10.86,31.99
13072108,Thulendorf,6.36,23.29
13072109,Thürkow,6.84,8.08
13072110,Vorbeck,6.47,19.11
13072111,Walkendorf,11.31,28.49
13072112,Wardow,8.27,27.05
13072113,Warnkenhagen,13.96,14.44
13072114,Warnow,7.18,21.05
13072116,Wiendorf,6.57,24.84
13072117,Wittenbeck,6.61,15.39
13072118,Zarnewanz,7.66,32.45
13072119,Zehna,7.17,17.02
13072120,Zepelin,10.58,11.6
13072121,Ziesendorf,7.06,15.52
13073001,Ahrenshagen-Daskow,5.36,14.1
13073002,"Ahrenshoop, Ostseebad",6.36,26.57
13073003,Altefähr,8.26,15.7
13073004,Altenkirchen,2.48,36.85
13073005,Altenpleen,3.52,17.31
13073006,"Baabe, Ostseebad",1.54,26.76
13073007,"Bad Sülze, Stadt",3.28,27.61
13073009,"Barth, Stadt",2.59,29.03
13073010,"Bergen auf Rügen, Stadt",3.66,5.8
13073011,"Binz, Ostseebad",3.45,18.24
13073012,Born a. Darß,2.68,40.08
13073013,Breege,2.76,33.89
13073014,Buschvitz,5.96,5.99
13073015,Dettmannsdorf,3.18,25.48
13073016,Deyelsdorf,12.14,30.13
13073017,"Dierhagen, Ostseebad",5.58,15.66
13073018,Divitz-Spoldershagen,5.23,21.58
13073019,Dranske,4.38,42.03
13073020,Drechow,7.61,31.17
13073021,Dreschvitz,7.94,19.54
13073022,Eixen,9.32,31.68
13073023,Elmenhorst,8.91,20.74
13073024,"Franzburg, Stadt",1.82,25.19
13073025,Fuhlendorf,11.1,26.41
13073027,"Garz/Rügen, Stadt",6.18,21.42
13073028,Gingst,2.83,17.81
13073029,Glewitz,3.43,21.09
13073030,Glowe,7.97,22.03
13073031,"Göhren, Ostseebad",1.83,31.61
13073032,Grammendorf,9.38,26.96
13073033,Gransebieth,8.94,20.06
13073034,Gremersdorf-Buchholz,9.28,27.26
13073035,"Grimmen, Stadt",3.68,10.48
13073036,Groß Kordshagen,8.75,24.56
13073037,Groß Mohrdorf,8.75,16.5
13073038,Gustow,7.0,21.55
13073039,Hugoldsdorf,12.52,36.68
13073040,"Insel Hiddensee, Seebad",6.71,34.99
13073041,Jakobsdorf,8.43,23.4
13073042,Karnin,4.97,23.92
13073043,Kenz-Küstrow,6.4,28.5
13073044,Klausdorf,9.8,15.23
13073045,Kluis,6.98,14.91
13073046,Kramerhof,5.76,7.24
13073048,Lancken-Granitz,9.2,20.23
13073049,Lietzow,6.03,11.12
13073050,Lindholz,10.38,29.7
13073051,Löbnitz,8.03,22.7
13073052,Lohme,9.85,27.75
13073053,Lüdershagen,2.99,17.3
13073054,Lüssow,5.8,12.58
13073055,"Marlow, Stadt",6.34,15.52
13073057,Millienhagen-Oebelitz,6.32,31.16
13073059,Neuenkirchen,20.14,28.12
13073060,Niepars,5.71,19.88
13073061,Pantelitz,3.51,14.96
13073062,Papenhagen,10.09,15.85
13073063,Parchtitz,7.94,10.16
13073064,Patzig,11.38,13.31
13073065,Poseritz,3.35,21.97
13073066,Preetz,7.64,12.46
13073067,"Prerow, Ostseebad",2.74,47.78
13073068,Prohn,7.21,10.4
13073069,Pruchten,9.03,33.26
13073070,"Putbus, Stadt",3.65,15.5
13073071,Putgarten,7.72,42.17
13073072,Ralswiek,8.72,8.85
13073073,Rambin,5.58,19.93
13073074,Rappin,17.3,19.12
13073075,"Ribnitz-Damgarten, Bernsteinstadt",4.84,8.22
13073076,"Richtenberg, Stadt",1.9,27.07
13073077,Saal,4.61,16.06
13073078,Sagard,2.78,18.94
13073079,Samtens,3.18,15.05
13073080,"Sassnitz, Stadt",3.41,20.51
13073081,Schaprode,4.77,25.43
13073082,Schlemmin,7.31,24.24
13073083,Sehlen,8.37,10.1
13073084,"Sellin, Ostseebad",2.63,23.87
13073085,Semlow,4.1,24.14
13073086,Splietsdorf,11.2,16.26
13073087,Steinhagen,4.16,16.97
13073088,"Stralsund, Hansestadt",2.22,8.33
13073089,Süderholz,6.01,14.62
13073090,Sundhagen,4.79,16.72
13073092,Trent,3.13,20.22
13073093,"Tribsees, Stadt",6.64,25.19
13073094,Trinwillershagen,6.16,17.62
13073095,Ummanz,9.09,24.26
13073096,Velgast,4.84,31.75
13073097,Weitenhagen,11.94,32.87
13073098,Wendisch Baggendorf,8.13,16.45
13073099,Wendorf,5.29,16.43
13073100,Wieck a. Darß,2.79,43.19
13073101,Wiek,3.3,34.39
13073102,Wittenhagen,9.08,15.74
13073103,"Wustrow, Ostseebad",2.09,21.61
13073104,Zarrendorf,1.82,18.18
13073105,"Zingst, Ostseeheilbad",4.36,42.66
13073106,Zirkow,4.32,14.42
13073107,"Mönchgut, Ostseebad",11.31,36.02
13074001,Alt Meteln,3.8,19.45
13074002,Bad Kleinen,4.27,20.24
13074003,Barnekow,6.64,7.62
13074004,Benz,8.56,20.01
13074005,Bernstorf,14.26,17.41
13074006,Bibow,5.63,26.85
13074007,Blowatz,3.66,25.53
13074008,Bobitz,5.21,16.51
13074009,Boiensdorf,4.81,29.84
13074010,"Boltenhagen, Ostseebad",3.15,20.78
13074012,Brüsewitz,4.54,19.08
13074013,Carlow,3.82,22.39
13074014,Cramonshagen,8.15,18.35
13074015,Dalberg-Wendelstorf,5.25,19.65
13074016,Damshagen,4.46,11.31
13074017,"Dassow, Stadt",5.67,19.45
13074018,Dechow,6.64,15.44
13074019,Dorf Mecklenburg,4.33,12.06
13074020,Dragun,8.91,24.3
13074021,"Gadebusch, Stadt",3.62,26.08
13074022,Gägelow,4.54,10.33
13074023,Glasin,6.91,24.1
13074024,Gottesgabe,7.04,24.89
13074025,Grambow,8.28,21.9
13074026,"Grevesmühlen, Stadt",3.5,5.65
13074027,Grieben,13.22,18.6
13074028,Groß Molzahn,6.87,13.53
13074030,Groß Stieten,5.4,14.11
13074031,Hohen Viecheln,6.54,22.05
13074032,Hohenkirchen,9.56,14.03
13074033,Holdorf,6.43,26.52
13074034,Hornstorf,5.83,15.77
13074035,"Insel Poel, Ostseebad",4.68,27.94
13074036,Jesendorf,5.96,21.05
13074037,Kalkhorst,4.69,24.52
13074038,Klein Trebbow,5.58,11.51
13074039,"Klütz, Stadt",3.24,17.23
13074040,Kneese,7.49,21.14
13074042,Königsfeld,6.08,26.95
13074043,Krembz,8.85,32.1
13074044,Krusenhagen,9.26,18.16
13074046,Lübberstorf,6.09,20.02
13074047,Lübow,4.08,16.55
13074048,Lübstorf,2.66,12.11
13074049,Lüdersdorf,3.59,16.68
13074050,Lützow,3.01,24.6
13074052,Menzendorf,7.66,18.15
13074053,Metelsdorf,7.19,9.7
13074054,Mühlen Eichsen,3.24,19.92
13074056,Neuburg,6.52,23.95
13074057,"Neukloster, Stadt",2.8,23.52
13074060,Passee,13.08,28.95
13074061,Perlin,10.63,29.39
13074062,Pingelshagen,7.91,12.42
13074064,Pokrent,2.99,27.55
13074065,"Rehna, Stadt",4.88,25.9
13074066,Rieps,8.33,19.34
13074067,Roduchelstorf,6.92,20.64
13074068,Roggendorf,8.46,19.56
13074069,Roggenstorf,8.46,15.51
13074070,Rögnitz,15.67,29.0
13074071,Rüting,2.36,13.2
13074072,Schildetal,6.74,26.37
13074073,Schlagsdorf,2.27,13.51
13074074,"Schönberg, Stadt",3.1,22.93
13074075,Seehof,6.13,11.07
13074076,Selmsdorf,3.82,20.13
13074077,Testorf-Steinfort,6.28,17.42
13074078,Thandorf,5.35,20.14
13074079,Upahl,9.0,11.63
13074080,Utecht,8.99,17.49
13074081,Veelböken,7.81,26.52
13074082,Ventschow,2.64,24.99
13074084,"Warin, Stadt",3.84,26.75
13074085,Warnow,6.61,9.55
13074087,"Wismar, Hansestadt",2.52,8.79
13074088,Zickhusen,5.14,16.87
13074089,Zierow,7.2,12.72
13074090,Zurow,8.94,20.22
13074091,Züsow,11.14,26.96
13074092,Wedendorfersee,6.36,21.23
13074093,Stepenitztal,8.74,10.61
13074094,Siemz-Niendorf,8.04,23.35
13075001,Ahlbeck,11.91,26.08
13075002,Alt Tellin,16.1,25.2
13075003,Altwarp,16.9,25.07
13075004,Altwigshagen,10.11,18.78
13075005,"Anklam, Hansestadt",2.45,5.21
13075006,Bandelin,7.34,23.38
13075007,Bargischow,6.12,8.94
13075008,Behrenhoff,3.47,19.34
13075009,Bentzin,6.18,22.42
13075010,Benz,11.1,36.69
13075011,Bergholz,6.08,22.57
13075012,Blankensee,18.2,37.54
13075013,Blesewitz,8.65,13.72
13075015,Boldekow,6.52,23.47
13075016,Boock,8.14,27.5
13075017,Brietzig,10.32,11.46
13075018,Brünzow,6.32,18.95
13075020,Bugewitz,8.13,16.35
13075021,Buggenhagen,7.17,24.67
13075022,Butzow,8.57,11.99
13075023,Daberkow,11.72,31.08
13075025,Dargelin,5.84,18.21
13075026,Dargen,11.91,37.88
13075027,Dersekow,1.92,17.79
13075029,Ducherow,5.5,17.43
13075031,"Eggesin, Stadt",3.08,15.6
13075032,Fahrenwalde,8.6,17.07
13075033,Ferdinandshof,4.56,18.7
13075034,Garz,15.38,46.26
13075035,Glasow,11.57,32.44
13075036,Görmin,2.68,22.67
13075037,Grambin,4.25,5.34
13075038,Grambow,16.3,36.68
13075039,"Greifswald, Universitäts- und Hansestadt",2.25,7.94
13075040,Gribow,5.7,23.92
13075041,Groß Kiesow,4.13,21.5
13075042,Groß Luckow,12.22,20.88
13075043,Groß Polzin,9.93,17.81
13075044,"Gützkow, Stadt",5.42,26.11
13075045,Hammer a.d. Uecker,6.86,19.38
13075046,Hanshagen,1.88,16.97
13075048,Heinrichswalde,15.62,30.3
13075049,"Heringsdorf, Ostseebad",2.33,37.47
13075050,Hinrichshagen,4.93,12.0
13075051,Hintersee,20.36,34.1
13075053,Iven,10.58,24.74
13075054,"Jarmen, Stadt",3.75,23.93
13075055,Jatznick,12.5,14.88
13075056,Kamminke,19.37,50.85
13075058,"Karlshagen, Ostseebad",4.04,18.49
13075059,Katzow,2.59,10.98
13075060,Kemnitz,2.82,15.86
13075061,Klein Bünzow,3.54,15.93
13075063,Koblentz,17.38,21.59
13075065,Korswandt,6.53,44.97
13075066,"Koserow, Ostseebad",3.07,21.85
13075067,Krackow,8.05,33.65
13075068,Krien,3.23,22.33
13075069,Kröslin,3.17,13.75
13075070,Kruckow,7.25,17.12
13075071,Krugsdorf,10.5,14.33
13075072,Krummin,8.39,9.22
13075073,Krusenfelde,5.2,28.02
13075074,"Lassan, Stadt",3.34,20.73
13075075,Leopoldshagen,1.83,14.39
13075076,Levenhagen,5.37,13.05
13075078,Liepgarten,6.38,10.33
13075079,Löcknitz,1.55,21.25
13075080,"Loddin, Seebad",2.64,24.09
13075081,Loissin,7.86,21.11
13075082,"Loitz, Stadt",5.66,17.08
13075083,"Lubmin, Seebad",2.18,22.66
13075084,Lübs,11.52,13.7
13075085,Luckow,15.88,26.47
13075087,Lütow,8.92,18.9
13075088,Medow,7.68,18.63
13075089,Meiersberg,8.83,12.31
13075090,Mellenthin,8.46,35.89
13075091,Mesekenhagen,3.72,14.96
13075092,Mölschow,5.3,9.66
13075093,Mönkebude,6.16,9.58
13075094,Murchin,3.36,14.25
13075095,Nadrensee,16.59,40.13
13075097,Neu Boltenhagen,5.57,16.11
13075098,Neu Kosenow,6.38,10.34
13075101,Neuenkirchen,5.61,19.1
13075102,Neuenkirchen,3.32,11.03
13075103,Nieden,5.55,8.08
13075104,Papendorf,6.54,7.62
13075105,"Pasewalk, Stadt",3.0,6.01
13075106,Peenemünde,10.35,23.45
13075107,"Penkun, Stadt",4.16,31.48
13075108,Plöwen,6.48,25.73
13075109,Polzow,6.42,10.6
13075110,Postlow,9.3,11.1
13075111,Pudagla,9.06,31.78
13075113,Ramin,9.8,29.38
13075114,Rankwitz,12.12,38.73
13075115,Rollwitz,6.4,7.95
13075116,Rossin,8.52,18.17
13075117,Rossow,6.44,15.84
13075118,Rothemühl,14.94,25.44
13075119,Rothenklempenow,13.54,32.27
13075120,Rubenow,7.11,11.25
13075121,Rubkow,8.8,16.21
13075122,Sarnow,10.7,15.61
13075123,Sassen-Trantow,8.04,21.78
13075124,Sauzin,8.66,9.76
13075125,Schmatzin,8.97,22.37
13075126,Schönwalde,12.28,12.21
13075127,Spantekow,7.86,26.32
13075128,Stolpe an der Peene,11.23,15.12
13075129,Stolpe auf Usedom,6.5,33.95
13075130,"Strasburg (Uckermark), Stadt",4.47,23.19
13075131,"Torgelow, Stadt",3.84,20.99
13075133,"Trassenheide, Ostseebad",2.66,13.55
13075134,Tutow,1.47,17.72
13075135,"Ückeritz, Seebad",3.7,26.45
13075136,"Ueckermünde, Seebad , Stadt",2.49,8.5
13075137,"Usedom, Stadt",5.15,27.32
13075138,Viereck,12.26,19.2
13075139,Vogelsang-Warsin,9.09,17.69
13075140,Völschow,9.33,27.87
13075141,Wackerow,8.18,14.36
13075142,Weitenhagen,8.01,12.83
13075143,Wilhelmsburg,5.72,25.07
13075144,"Wolgast, Stadt",4.51,6.4
13075145,Wrangelsburg,6.94,18.23
13075146,Wusterhusen,7.86,20.19
13075147,Zemitz,11.13,16.08
13075148,"Zempin, Seebad",1.9,16.73
13075149,Zerrenthin,7.71,11.88
13075150,Ziethen,7.74,12.17
13075151,"Zinnowitz, Ostseebad",1.95,14.79
13075152,Zirchow,11.24,40.95
13075154,Züssow,2.76,20.63
13075155,Neetzow-Liepen,4.79,23.55
13075156,Karlsburg,3.0,16.65
13076001,Alt Krenzlin,8.88,17.79
13076002,Alt Zachun,11.8,18.9
13076003,Balow,10.7,26.5
13076004,Bandenitz,9.88,14.54
13076005,Banzkow,4.6,22.04
13076006,Barkhagen,8.68,11.45
13076007,Barnin,6.27,8.0
13076008,Belsch,5.62,24.43
13076009,Bengerstorf,10.56,14.7
13076010,Besitz,9.79,15.02
13076011,Blankenberg,6.11,28.09
13076012,Blievenstorf,7.24,18.67
13076013,Bobzin,8.94,9.24
13076014,"Boizenburg/ Elbe, Stadt",3.05,5.35
13076015,Borkow,7.03,31.78
13076016,Brahlstorf,6.82,23.34
13076017,Brenz,5.52,17.27
13076018,Bresegard bei Eldena,6.41,21.2
13076019,Bresegard bei Picher,5.86,17.73
13076020,"Brüel, Stadt",2.44,20.03
13076021,Brunow,8.02,29.25
13076023,Bülow,11.03,19.31
13076024,Cambs,3.21,16.78
13076025,"Crivitz, Stadt",4.44,5.84
13076026,Dabel,3.7,27.5
13076027,Dambeck,5.56,28.78
13076029,Demen,3.58,11.72
13076030,Dersenow,6.62,17.48
13076032,Dobbertin,3.1,27.09
13076033,Dobin am See,7.76,22.03
13076034,"Dömitz, Stadt",6.55,22.04
13076035,Domsühl,10.19,12.23
13076036,Dümmer,9.5,26.13
13076037,Eldena,3.71,19.72
13076038,Friedrichsruhe,7.24,11.17
13076039,Gallin,11.11,22.7
13076040,Gallin-Kuppentin,13.91,20.11
13076041,Gammelin,12.18,16.07
13076044,Gneven,8.18,15.85
13076046,Göhlen,9.72,17.82
13076048,"Goldberg, Stadt",5.5,24.78
13076049,Gorlosen,9.88,25.91
13076050,"Grabow, Stadt",3.17,15.82
13076051,Granzin,9.15,16.36
13076053,Grebs-Niendorf,12.16,27.44
13076054,Gresse,1.9,12.24
13076055,Greven,7.76,18.51
13076056,Groß Godems,1.23,13.92
13076057,Groß Krams,5.25,17.24
13076058,Groß Laasch,6.13,8.81
13076060,"Hagenow, Stadt",4.29,6.12
13076062,Hohen Pritz,7.49,30.95
13076063,Holthusen,5.59,22.34
13076064,Hoort,12.42,17.33
13076065,Hülseburg,17.01,18.57
13076067,Karenz,9.96,25.2
13076068,Karrenzin,5.5,19.58
13076069,Karstädt,9.61,11.58
13076070,Kirch Jesar,8.29,11.25
13076071,Klein Rogahn,4.8,16.11
13076072,Kobrow,7.31,26.59
13076073,Kogel,4.25,25.95
13076075,Kreien,6.98,22.65
13076076,Kremmin,5.33,16.69
13076077,Kritzow,8.64,22.17
13076078,Kuhlen-Wendorf,9.07,14.9
13076079,Kuhstorf,8.38,11.34
13076080,Langen Brütz,7.49,15.48
13076082,Leezen,4.12,15.52
13076085,Lewitzrand,3.97,13.99
13076086,Lübesse,2.15,21.23
13076087,Lüblow,10.04,16.93
13076088,"Lübtheen, Stadt",6.04,23.89
13076089,"Lübz, Stadt",4.78,15.52
13076090,"Ludwigslust, Stadt",3.71,7.29
13076092,Lüttow-Valluhn,8.76,24.87
13076093,Malk Göhren,5.8,25.77
13076094,Malliß,6.52,27.03
13076096,Mestlin,3.17,22.56
13076097,Milow,6.1,23.06
13076098,Möllenbeck,6.46,26.73
13076099,Moraas,9.93,15.42
13076100,Muchow,12.6,23.63
13076101,Mustin,15.52,28.16
13076102,Neu Gülze,6.45,10.83
13076103,Neu Kaliß,2.11,21.84
13076104,Neu Poserin,11.44,18.43
13076105,"Neustadt-Glewe, Stadt",2.77,14.59
13076106,Nostorf,9.33,8.61
13076107,Pampow,2.43,20.39
13076108,"Parchim, Stadt",2.64,5.68
13076109,Passow,10.7,22.57
13076110,Pätow-Steegen,6.76,7.83
13076111,Picher,2.19,16.04
13076112,Pinnow,3.63,11.67
13076113,Plate,3.5,23.27
13076114,"Plau am See, Stadt",4.8,8.44
13076115,Prislich,7.42,19.53
13076116,Pritzier,8.44,13.09
13076117,Raben Steinfeld,2.14,13.69
13076118,Rastow,2.34,21.17
13076119,Redefin,1.0,19.49
13076120,Rom,10.31,10.39
13076121,Schossin,11.37,21.85
13076122,Schwanheide,6.36,15.38
13076125,Siggelkow,4.75,14.22
13076126,Spornitz,9.12,17.09
13076128,"Sternberg, Stadt",4.48,28.06
13076129,Stolpe,9.43,15.5
13076130,Stralendorf,1.48,20.37
13076131,Strohkirchen,6.32,17.56
13076133,Sukow,2.37,15.33
13076134,Sülstorf,8.94,24.81
13076135,Techentin,8.06,28.13
13076136,Teldau,8.75,15.68
13076138,Tessin b. Boizenburg,11.3,15.05
13076140,Tramm,7.49,12.3
13076141,Uelitz,2.99,22.88
13076142,Vellahn,8.43,21.49
13076143,Vielank,13.73,27.52
13076145,Warlitz,7.48,13.97
13076146,Warlow,4.96,10.32
13076147,Warsow,7.3,20.47
13076148,Weitendorf,8.5,18.91
13076151,Werder,13.02,22.2
13076152,"Wittenburg, Stadt",6.7,16.14
13076153,Wittendörp,9.91,21.33
13076154,Wittenförden,3.15,16.92
13076155,Witzin,8.42,24.67
13076156,Wöbbelin,2.02,13.28
13076158,Zapel,2.44,6.64
13076159,"Zarrentin am Schaalsee, Stadt",7.57,26.46
13076160,Ziegendorf,3.13,24.13
13076161,Zierzow,8.71,20.89
13076162,Zölkow,9.56,15.46
13076163,Zülow,3.86,24.01
13076164,Obere Warnow,12.48,15.45
13076165,Gehlsbach,13.67,27.45
13076166,Ganzlin,11.0,18.85
13076167,Kloster Tempzin,8.31,26.63
13076168,Ruhner Berge,3.77,18.6
13076169,Toddin,10.82,10.34
14511000,"Chemnitz, Stadt",2.32,9.91
14521010,Amtsberg,2.65,11.92
14521020,"Annaberg-Buchholz, Stadt",2.51,6.22
14521035,"Aue-Bad Schlema, Stadt",3.24,7.08
14521040,Auerbach,1.91,19.8
14521060,Bärenstein,2.91,14.97
14521080,Bockau,2.36,15.61
14521090,Börnichen/Erzgeb.,2.08,11.11
14521110,Breitenbrunn/Erzgeb.,4.65,11.74
14521120,Burkhardtsdorf,2.84,18.93
14521130,Crottendorf,2.54,18.91
14521140,Deutschneudorf,6.26,16.1
14521150,Drebach,3.28,13.63
14521160,"Ehrenfriedersdorf, Stadt",1.93,11.08
14521170,"Eibenstock, Stadt",3.54,21.6
14521180,"Elterlein, Stadt",1.89,15.98
14521200,Gelenau/Erzgeb.,2.78,17.93
14521210,"Geyer, Stadt",2.6,12.36
14521220,Gornau/Erzgeb.,3.54,12.44
14521230,Gornsdorf,2.56,17.73
14521240,Großolbersdorf,3.34,9.98
14521250,Großrückerswalde,5.95,16.72
14521260,"Grünhain-Beierfeld, Stadt",4.73,12.45
14521270,Grünhainichen,4.37,17.97
14521280,Heidersdorf,2.88,12.0
14521290,Hohndorf,2.03,6.49
14521310,Jahnsdorf/Erzgeb.,3.0,11.44
14521320,"Johanngeorgenstadt, Stadt",3.31,12.85
14521330,"Jöhstadt, Stadt",8.86,18.41
14521340,Königswalde,2.08,11.88
14521355,"Lauter-Bernsbach, Stadt",2.12,8.12
14521370,"Lößnitz, Stadt",3.32,9.89
14521380,"Lugau/Erzgeb., Stadt",3.43,12.57
14521390,"Marienberg, Stadt",3.29,17.06
14521400,Mildenau,4.16,13.51
14521410,Neukirchen/Erzgeb.,2.2,14.1
14521420,Niederdorf,4.03,4.12
14521430,Niederwürschnitz,2.03,7.64
14521440,"Oberwiesenthal, Kurort, Stadt",5.63,25.8
14521450,"Oelsnitz/Erzgeb., Stadt",3.02,10.8
14521460,"Olbernhau, Stadt",4.44,9.39
14521495,"Pockau-Lengefeld, Stadt",5.15,17.03
14521500,Raschau-Markersbach,3.4,20.93
14521510,"Scheibenberg, Stadt",1.87,18.36
14521520,"Schlettau, Stadt",2.11,13.05
14521530,"Schneeberg, Stadt",2.68,6.85
14521540,Schönheide,2.04,15.83
14521550,"Schwarzenberg/Erzgeb., Stadt",2.19,15.13
14521560,Sehmatal,3.17,16.25
14521570,"Seiffen/Erzgeb., Kurort",2.67,15.73
14521590,"Stollberg/Erzgeb., Stadt",4.02,8.01
14521600,Stützengrün,3.3,17.37
14521610,Tannenberg,2.8,7.54
14521620,"Thalheim/Erzgeb., Stadt",2.14,12.2
14521630,Thermalbad Wiesenbad,4.21,6.87
14521640,"Thum, Stadt",1.8,16.33
14521670,"Wolkenstein, Stadt",6.49,13.53
14521690,"Zschopau, Stadt, Motorradstadt",2.39,7.5
14521700,Zschorlau,3.09,12.28
14521710,"Zwönitz, Stadt",3.81,14.33
14522010,Altmittweida,4.64,6.73
14522020,"Augustusburg, Stadt",2.51,15.75
14522035,Bobritzsch-Hilbersdorf,3.32,11.71
14522050,"Brand-Erbisdorf, Stadt",2.69,13.87
14522060,"Burgstädt, Stadt",2.82,10.76
14522070,Claußnitz,2.75,14.43
14522080,"Döbeln, Stadt",5.46,8.46
14522090,Dorfchemnitz,5.31,25.31
14522110,Eppendorf,2.91,22.72
14522120,Erlau,3.23,13.87
14522140,"Flöha, Stadt",3.4,12.05
14522150,"Frankenberg/Sa., Stadt, Garnisonsstadt",5.11,15.7
14522170,"Frauenstein, Stadt",4.73,23.25
14522180,"Freiberg, Stadt, Universitätsstadt",2.36,5.41
14522190,"Geringswalde, Stadt",2.66,14.71
14522200,Großhartmannsdorf,4.02,19.42
14522210,"Großschirma, Stadt",5.42,14.56
14522220,Großweitzschen,5.7,8.64
14522230,"Hainichen, Stadt",4.63,16.95
14522240,Halsbrücke,5.07,10.9
14522250,"Hartha, Stadt",5.24,11.02
14522260,Hartmannsdorf,2.57,5.23
14522280,Königsfeld,7.02,23.73
14522290,Königshain-Wiederau,2.95,15.92
14522300,Kriebstein,7.4,15.4
14522310,"Leisnig, Stadt",4.81,7.14
14522320,Leubsdorf,4.76,20.65
14522330,Lichtenau,6.5,13.03
14522340,Lichtenberg/Erzgeb.,3.84,16.48
14522350,"Lunzenau, Stadt",2.73,17.59
14522360,"Mittweida, Stadt, Hochschulstadt",4.5,7.24
14522380,Mühlau,1.72,7.91
14522390,Mulda/Sa.,4.42,21.33
14522400,Neuhausen/Erzgeb.,3.12,17.7
14522420,Niederwiesa,2.64,8.13
14522430,Oberschöna,4.5,12.77
14522440,"Oederan, Stadt",4.92,19.02
14522450,Ostrau,4.33,-9999.0
14522460,"Penig, Stadt",3.96,14.0
14522470,Rechenberg-Bienenmühle,4.66,31.49
14522480,Reinsberg,4.35,17.31
14522490,"Rochlitz, Stadt",3.89,22.02
14522500,Rossau,6.1,10.41
14522510,"Roßwein, Stadt",5.44,12.77
14522520,"Sayda, Stadt",3.03,19.91
14522530,Seelitz,5.28,19.64
14522540,Striegistal,4.49,18.72
14522550,Taura,2.53,14.21
14522570,"Waldheim, Stadt",3.91,15.57
14522580,Wechselburg,4.1,20.88
14522590,Weißenborn/Erzgeb.,2.85,10.4
14522600,Zettlitz,5.7,20.99
14522620,Zschaitz-Ottewig,6.85,-9999.0
14523010,"Adorf/Vogtl., Stadt",4.19,11.38
14523020,"Auerbach/Vogtl., Stadt",3.52,9.21
14523030,Bad Brambach,5.8,23.48
14523040,"Bad Elster, Stadt",4.81,16.23
14523050,Bergen,1.95,14.25
14523060,Bösenbrunn,8.34,20.94
14523080,Eichigt,9.51,18.43
14523090,Ellefeld,3.01,12.42
14523100,"Elsterberg, Stadt",4.1,17.37
14523120,"Falkenstein/Vogtl., Stadt",3.01,14.77
14523130,Grünbach,2.08,10.62
14523150,Heinsdorfergrund,4.58,8.57
14523160,"Klingenthal, Stadt",3.62,16.36
14523170,"Lengenfeld, Stadt",3.97,10.33
14523190,Limbach,2.52,8.57
14523200,"Markneukirchen, Stadt",5.92,14.69
14523230,Mühlental,10.0,11.81
14523245,Muldenhammer,3.12,16.57
14523260,"Netzschkau, Stadt",2.42,11.12
14523270,Neuensalz,3.53,15.4
14523280,Neumark,3.42,11.02
14523290,Neustadt/Vogtl.,4.0,9.49
14523300,"Oelsnitz/Vogtl., Stadt",4.84,15.36
14523310,"Pausa-Mühltroff, Stadt",3.43,22.1
14523320,"Plauen, Stadt",3.42,7.74
14523330,Pöhl,5.06,14.71
14523340,"Reichenbach im Vogtland, Stadt",2.95,5.78
14523360,"Rodewisch, Stadt",3.34,5.93
14523365,Rosenbach/Vogtl.,5.49,15.02
14523370,"Schöneck/Vogtl., Stadt",4.96,4.85
14523380,Steinberg,3.72,12.63
14523410,Theuma,1.49,16.45
14523420,Tirpersdorf,2.88,13.79
14523430,"Treuen, Stadt",4.14,13.07
14523440,Triebel/Vogtl.,5.11,20.87
14523450,Weischlitz,6.16,16.83
14523460,Werda,2.0,10.45
14524010,Bernsdorf,3.19,8.98
14524020,Callenberg,4.11,16.33
14524030,"Crimmitschau, Stadt",2.96,13.88
14524040,Crinitzberg,4.67,15.27
14524050,Dennheritz,6.31,11.26
14524060,Fraureuth,3.92,9.23
14524070,Gersdorf,2.17,10.78
14524080,"Glauchau, Stadt",3.27,7.02
14524090,"Hartenstein, Stadt",2.72,11.77
14524100,Hartmannsdorf b. Kirchberg,6.94,12.27
14524110,Hirschfeld,5.38,12.22
